impact_category,powertrain,year,vehicle_stage,size,value,impact_value,unit
terrestrial acidification,ICEV-p,2024,road,Small,0,8.516940066215945e-05,kg SO2-Eq.
terrestrial acidification,ICEV-p,2024,direct - non-exhaust,Small,0,4.180441223707745e-07,kg SO2-Eq.
terrestrial acidification,ICEV-p,2024,direct - exhaust,Small,0,4.584395172738564e-05,kg SO2-Eq.
urban land occupation,BEV,2024,glider,Small,0,112.62462321679718,square meter-year
urban land occupation,BEV,2024,powertrain,Small,0,42.32346227417515,square meter-year
urban land occupation,BEV,2024,energy storage,Small,0,138.61084730569098,square meter-year
urban land occupation,BEV,2024,energy chain,Small,0,9.155896591547915e-05,square meter-year
urban land occupation,BEV,2024,maintenance,Small,0,7.121778560914891e-05,square meter-year
urban land occupation,BEV,2024,EoL,Small,0,6.243490309804065,square meter-year
urban land occupation,BEV,2024,road,Small,0,0.00806132414206035,square meter-year
urban land occupation,BEV,2024,direct - non-exhaust,Small,0,0.0,square meter-year
urban land occupation,BEV,2024,direct - exhaust,Small,0,0.0,square meter-year
urban land occupation,ICEV-p,2024,glider,Small,0,95.9859826820881,square meter-year
urban land occupation,ICEV-p,2024,powertrain,Small,0,24.779878440181232,square meter-year
urban land occupation,ICEV-p,2024,energy storage,Small,0,0.9002911257112,square meter-year
urban land occupation,ICEV-p,2024,energy chain,Small,0,0.00016636411586019907,square meter-year
urban land occupation,ICEV-p,2024,maintenance,Small,0,5.617362260028044e-05,square meter-year
urban land occupation,ICEV-p,2024,EoL,Small,0,1.2627836001249046,square meter-year
urban land occupation,ICEV-p,2024,road,Small,0,0.006502303431731569,square meter-year
urban land occupation,ICEV-p,2024,direct - non-exhaust,Small,0,0.0,square meter-year
urban land occupation,ICEV-p,2024,direct - exhaust,Small,0,0.0,square meter-year
water depletion,BEV,2024,glider,Small,0,85.80454969897232,m3 water-.
water depletion,BEV,2024,powertrain,Small,0,18.46334658456218,m3 water-.
water depletion,BEV,2024,energy storage,Small,0,213.21357004815204,m3 water-.
water depletion,BEV,2024,energy chain,Small,0,1.89992561491181e-05,m3 water-.
water depletion,BEV,2024,maintenance,Small,0,9.410169129406035e-05,m3 water-.
water depletion,BEV,2024,EoL,Small,0,5.988757100030269,m3 water-.
water depletion,BEV,2024,road,Small,0,0.00025165176406384646,m3 water-.
water depletion,BEV,2024,direct - non-exhaust,Small,0,0.0,m3 water-.
water depletion,BEV,2024,direct - exhaust,Small,0,0.0,m3 water-.
water depletion,ICEV-p,2024,glider,Small,0,73.22717807454754,m3 water-.
water depletion,ICEV-p,2024,powertrain,Small,0,15.59848323921932,m3 water-.
water depletion,ICEV-p,2024,energy storage,Small,0,1.859488491250251,m3 water-.
water depletion,ICEV-p,2024,energy chain,Small,0,7.463176121914089e-05,m3 water-.
water depletion,ICEV-p,2024,maintenance,Small,0,7.422349413966584e-05,m3 water-.
water depletion,ICEV-p,2024,EoL,Small,0,0.8431981345052374,m3 water-.
water depletion,ICEV-p,2024,road,Small,0,0.00023745853152136985,m3 water-.
water depletion,ICEV-p,2024,direct - non-exhaust,Small,0,0.0,m3 water-.
water depletion,ICEV-p,2024,direct - exhaust,Small,0,0.0,m3 water-.
"GWP100a, incl. bio CO2",BEV,2024,glider,Small,0,8782.250162547161,kg CO2-Eq.
"GWP100a, incl. bio CO2",BEV,2024,powertrain,Small,0,2020.0381260086338,kg CO2-Eq.
"GWP100a, incl. bio CO2",BEV,2024,energy storage,Small,0,5889.460066629452,kg CO2-Eq.
"GWP100a, incl. bio CO2",BEV,2024,energy chain,Small,0,0.00228458348320463,kg CO2-Eq.
"GWP100a, incl. bio CO2",BEV,2024,maintenance,Small,0,0.009035418733749434,kg CO2-Eq.
"GWP100a, incl. bio CO2",BEV,2024,EoL,Small,0,1099.6287709621367,kg CO2-Eq.
"GWP100a, incl. bio CO2",BEV,2024,road,Small,0,0.01886457520004037,kg CO2-Eq.
"GWP100a, incl. bio CO2",BEV,2024,direct - non-exhaust,Small,0,0.0,kg CO2-Eq.
"GWP100a, incl. bio CO2",BEV,2024,direct - exhaust,Small,0,0.0,kg CO2-Eq.
"GWP100a, incl. bio CO2",ICEV-p,2024,glider,Small,0,7432.901231550491,kg CO2-Eq.
"GWP100a, incl. bio CO2",ICEV-p,2024,powertrain,Small,0,1777.8093793174505,kg CO2-Eq.
"GWP100a, incl. bio CO2",ICEV-p,2024,energy storage,Small,0,92.37773816087801,kg CO2-Eq.
"GWP100a, incl. bio CO2",ICEV-p,2024,energy chain,Small,0,0.02588853658355491,kg CO2-Eq.
"GWP100a, incl. bio CO2",ICEV-p,2024,maintenance,Small,0,0.00712676191268635,kg CO2-Eq.
"GWP100a, incl. bio CO2",ICEV-p,2024,EoL,Small,0,736.6773047126462,kg CO2-Eq.
"GWP100a, incl. bio CO2",ICEV-p,2024,road,Small,0,0.016494609567701685,kg CO2-Eq.
"GWP100a, incl. bio CO2",ICEV-p,2024,direct - non-exhaust,Small,0,0.0,kg CO2-Eq.
"GWP100a, incl. bio CO2",ICEV-p,2024,direct - exhaust,Small,0,0.14368693607606303,kg CO2-Eq.
noise emissions,BEV,2024,glider,Small,0,0.0,Person-Pascal.second
noise emissions,BEV,2024,powertrain,Small,0,0.0,Person-Pascal.second
noise emissions,BEV,2024,energy storage,Small,0,0.0,Person-Pascal.second
noise emissions,BEV,2024,energy chain,Small,0,0.0,Person-Pascal.second
noise emissions,BEV,2024,maintenance,Small,0,0.0,Person-Pascal.second
noise emissions,BEV,2024,EoL,Small,0,0.0,Person-Pascal.second
noise emissions,BEV,2024,road,Small,0,0.0,Person-Pascal.second
noise emissions,BEV,2024,direct - non-exhaust,Small,0,0.0,Person-Pascal.second
noise emissions,BEV,2024,direct - exhaust,Small,0,1.6470995582473562e-06,Person-Pascal.second
noise emissions,ICEV-p,2024,glider,Small,0,0.0,Person-Pascal.second
noise emissions,ICEV-p,2024,powertrain,Small,0,0.0,Person-Pascal.second
noise emissions,ICEV-p,2024,energy storage,Small,0,0.0,Person-Pascal.second
noise emissions,ICEV-p,2024,energy chain,Small,0,0.0,Person-Pascal.second
noise emissions,ICEV-p,2024,maintenance,Small,0,0.0,Person-Pascal.second
noise emissions,ICEV-p,2024,EoL,Small,0,0.0,Person-Pascal.second
noise emissions,ICEV-p,2024,road,Small,0,0.0,Person-Pascal.second
noise emissions,ICEV-p,2024,direct - non-exhaust,Small,0,0.0,Person-Pascal.second
noise emissions,ICEV-p,2024,direct - exhaust,Small,0,2.0609727586420407e-06,Person-Pascal.second
renewable primary energy,BEV,2024,glider,Small,0,17105.621226875486,megajoule
renewable primary energy,BEV,2024,powertrain,Small,0,3768.37570950716,megajoule
renewable primary energy,BEV,2024,energy storage,Small,0,26572.80278082713,megajoule
renewable primary energy,BEV,2024,energy chain,Small,0,0.792886227300794,megajoule
renewable primary energy,BEV,2024,maintenance,Small,0,0.020828768117249902,megajoule
renewable primary energy,BEV,2024,EoL,Small,0,1561.847160734513,megajoule
renewable primary energy,BEV,2024,road,Small,0,0.07924399293603891,megajoule
renewable primary energy,BEV,2024,direct - non-exhaust,Small,0,0.0,megajoule
renewable primary energy,BEV,2024,direct - exhaust,Small,0,0.0,megajoule
renewable primary energy,ICEV-p,2024,glider,Small,0,14268.892652629196,megajoule
renewable primary energy,ICEV-p,2024,powertrain,Small,0,2692.800560753206,megajoule
renewable primary energy,ICEV-p,2024,energy storage,Small,0,199.66212008283452,megajoule
renewable primary energy,ICEV-p,2024,energy chain,Small,0,0.03690378730790618,megajoule
renewable primary energy,ICEV-p,2024,maintenance,Small,0,0.016428864635982778,megajoule
renewable primary energy,ICEV-p,2024,EoL,Small,0,176.27743690190317,megajoule
renewable primary energy,ICEV-p,2024,road,Small,0,0.07676668325797219,megajoule
renewable primary energy,ICEV-p,2024,direct - non-exhaust,Small,0,0.0,megajoule
renewable primary energy,ICEV-p,2024,direct - exhaust,Small,0,0.0,megajoule
non-renewable primary energy,BEV,2024,glider,Small,0,114727.99019762996,megajoule
non-renewable primary energy,BEV,2024,powertrain,Small,0,24499.839238323922,megajoule
non-renewable primary energy,BEV,2024,energy storage,Small,0,101077.6622428606,megajoule
non-renewable primary energy,BEV,2024,energy chain,Small,0,0.023158948442265414,megajoule
non-renewable primary energy,BEV,2024,maintenance,Small,0,0.18522146483708465,megajoule
non-renewable primary energy,BEV,2024,EoL,Small,0,5345.726517569501,megajoule
non-renewable primary energy,BEV,2024,road,Small,0,0.47054475864636014,megajoule
non-renewable primary energy,BEV,2024,direct - non-exhaust,Small,0,0.0,megajoule
non-renewable primary energy,BEV,2024,direct - exhaust,Small,0,0.0,megajoule
non-renewable primary energy,ICEV-p,2024,glider,Small,0,97470.78487117247,megajoule
non-renewable primary energy,ICEV-p,2024,powertrain,Small,0,22139.10396771244,megajoule
non-renewable primary energy,ICEV-p,2024,energy storage,Small,0,2967.516091412567,megajoule
non-renewable primary energy,ICEV-p,2024,energy chain,Small,0,2.385978246747549,megajoule
non-renewable primary energy,ICEV-p,2024,maintenance,Small,0,0.1460949757737609,megajoule
non-renewable primary energy,ICEV-p,2024,EoL,Small,0,935.6017686578504,megajoule
non-renewable primary energy,ICEV-p,2024,road,Small,0,0.40897979405818274,megajoule
non-renewable primary energy,ICEV-p,2024,direct - non-exhaust,Small,0,0.0,megajoule
non-renewable primary energy,ICEV-p,2024,direct - exhaust,Small,0,0.0,megajoule
