person_id,driving
185128,45763.7776
2788129,45750.81556
2399282,45745.00831
18351,45741.55017
22044,45731.55924
1858099,45723.47498
3484619,45713.55998
2371135,45698.76854
1267098,45684.42616
1330392,45674.51377
210576,45660.43691
2160429,45647.4022
3820725,45628.68024
1739,45609.54967
240744,45598.57412
2730852,45585.72989
2848186,45571.13272
3899276,45570.09897
216812,45557.34284
3588462,45555.91516
4004356,45525.72688
860651,45505.96392
2865172,45492.48752
3156402,45491.9447
182221,45477.24359
1231343,45450.1525
2406201,45444.06145
1249716,45430.22771
3274551,45427.17039
2404470,45419.84818
11566,45416.80822
1172325,45410.23508
2363887,45406.64051
3020137,45390.07727
3925279,45385.85533
240250,45385.44501
1109375,45377.09861
1984376,45376.97376
517834,45357.56255
2964808,45324.6923
1218632,45277.22831
1133725,45265.66647
3270399,45241.67098
2898608,45229.95427
1126323,45225.22509
241936,45222.32469
1564247,45220.53925
2355117,45219.20259
2839033,45210.86144
3100621,45204.69257
2318622,45196.56158
2686154,45192.79095
1977396,45179.03541
3002839,45166.73881
1218414,45155.79554
2363609,45140.4101
2901905,45098.72016
1797532,45085.90829
2795373,45073.18395
1129343,45071.34393
2357984,45031.87361
874321,45029.55172
1244289,45029.52346
1241521,45017.89583
244339,45004.46936
1332059,45000.38483
1059810,44962.02706
2197587,44959.87962
1546274,44956.113
2898614,44924.52073
2366550,44880.89566
1323056,44866.39759
1128328,44838.92455
1814527,44816.88172
2243131,44804.70157
1124733,44791.73314
1324922,44787.21393
1757478,44758.63114
1886086,44749.0741
1797958,44726.84817
1667877,44725.59683
1333236,44720.59962
2353705,44705.30994
2687556,44699.94315
2721684,44685.34064
2894925,44664.23068
1164858,44643.07283
2869037,44630.86662
2875870,44623.13367
125177,44616.783
2881245,44597.35186
1960962,44590.898
2864863,44590.0875
1333971,44564.35434
2959647,44560.62456
3829712,44558.87514
235249,44558.5046
1236937,44549.82171
1180460,44547.85185
239252,44542.29706
194358,44539.39297
1770176,44534.63685
2907434,44531.67572
2880693,44511.10532
2965294,44510.80302
1137090,44502.77069
2898847,44499.31466
2451834,44481.98863
433129,44473.18968
2897421,44428.54645
1136599,44427.8683
234963,44423.4275
1237870,44420.60198
2876777,44415.13028
1248271,44408.83061
2722018,44397.217
273244,44353.62773
1146549,44337.78503
1196596,44326.5
3672359,44314.74532
34926,44313.92871
2354102,44305.4039
2968402,44284.82892
2399315,44283.22193
2903253,44280.22782
2374825,44273.05339
219002,44252.56426
1125448,44248.79368
1807056,44236.71438
2370469,44223.05986
1757479,44217.67084
121360,44217.63663
1172012,44212.1533
1704712,44196.98007
605,44192.14692
981520,44190.63778
115341,44181.2024
1880458,44160.51993
2866428,44160.34022
2876222,44140.24492
2901920,44129.96486
63551,44129.4578
3962876,44127.06064
2744689,44117.54173
111812,44116.13398
33969,44112.46284
1761674,44051.02809
3957768,44032.60433
2349024,44025.7686
854856,44019.42273
1130191,43995.90455
75990,43958.47647
1976972,43952.88627
181565,43934.2076
1798866,43928.2518
2773919,43923.18005
1796660,43911.09739
2399501,43910.23146
2999167,43894.32868
277316,43887.11431
2910,43862.1133
57952,43850.39597
2875084,43849.8876
3964232,43837.00634
595,43836.66557
1722584,43815.20133
2396629,43810.37679
2870004,43804.76626
2093082,43802.41517
184052,43796.31815
2431283,43781.55426
1220552,43774.46482
12493,43761.2789
1804982,43751.35604
1167963,43734.52623
2220054,43727.39693
1236936,43720.2097
2901616,43710.93391
1045469,43700.40457
2376669,43693.55974
244718,43680.23736
246204,43657.48381
1944477,43633.75615
882521,43592.79812
1983174,43581.96754
158782,43559.4556
1215743,43533.60382
34751,43522.30168
1797934,43518.13423
1245922,43513.61378
1966848,43500.20044
2683845,43495.4869
3151632,43495.44254
1991802,43494.78181
1167961,43494.5214
1244096,43472.55614
2689870,43433.56568
208545,43426.9503
1246681,43417.11834
198181,43398.10912
3029684,43368.46707
1815410,43359.66961
2682717,43348.44793
1218990,43307.56132
1321632,43298.3867
3971123,43281.06758
2896350,43270.79614
2896200,43261.79181
2629661,43260.61029
73492,43253.46243
1202796,43245.23067
2781152,43241.64014
1310025,43238.32139
2890320,43208.06465
1926887,43172.37043
2866819,43153.1543
1299983,43142.23725
2586053,43134.38688
1097582,43133.79908
1120415,43125.27839
2356136,43123.27503
3055369,43122.79714
2592077,43113.52474
1309066,43104.33627
1826635,43097.35198
44056,43059.41329
264313,43047.87575
235252,43036.49151
1827036,43034.53122
3762317,43025.33992
3150214,43023.18567
1256633,43016.97065
1459,43012.41562
1187329,43011.49248
2892787,42965.35619
81939,42965.15828
2390543,42964.53885
934977,42961.76007
1155149,42958.89934
3717521,42958.52559
2727528,42951.6418
3251673,42950.66676
2738574,42949.51497
2771822,42948.34379
1571349,42927.00667
234397,42923.94699
960230,42915.38046
9077,42911.07615
2402321,42892.63759
2348848,42891.33964
2891499,42878.54249
1475350,42861.49031
2380415,42856.13234
1217740,42829.30198
2418995,42793.73118
2865174,42792.07644
3974160,42788.17865
1186618,42777.46458
2415615,42765.23187
1773639,42727.96274
2839587,42724.1883
1243965,42712.99604
2027192,42703.73747
2354433,42700.62469
1195995,42699.87381
2825149,42696.04841
2370084,42695.74088
13553,42695.05094
2566432,42688.26356
2824268,42682.85093
2767920,42674.52246
1235196,42664.49727
1991800,42638.94453
228945,42634.52525
1769735,42608.61404
2505658,42580.24367
1125920,42576.54959
6042,42573.22911
2903348,42562.87096
1215409,42533.10522
4024389,42510.77196
2148908,42505.16804
2345047,42476.75462
2698520,42466.31277
2954463,42460.10028
1174240,42454.20305
1356195,42451.48515
2340431,42450.00394
223666,42424.38882
2358077,42414.74911
2368108,42409.46074
2672351,42402.72023
3351988,42400.22233
1411746,42396.66529
2691558,42384.50216
2902914,42380.65359
119645,42372.92545
1201153,42370.34285
1804119,42357.78795
2903353,42357.73371
1238962,42342.4136
2261291,42330.59261
4040593,42328.68397
2370047,42324.28993
39021,42314.65105
2353804,42298.97215
2940939,42291.56042
1354791,42283.10308
175619,42282.44471
189482,42273.62904
2660521,42273.45281
2840185,42266.68786
622677,42253.47996
3927403,42248.71209
1330271,42226.14419
1242383,42220.20212
1889476,42209.49785
245913,42205.55892
1252006,42202.08619
2233121,42180.4008
195493,42170.11249
237988,42152.4249
11061,42149.29809
3961962,42148.77483
2355326,42128.34954
3960130,42114.43239
981491,42086.13284
1288264,42056.19085
2770498,42055.46672
836756,42042.45628
1323585,42032.98778
1886729,42031.88767
1941515,42023.93923
2167591,42023.09426
1741401,42004.92609
3358913,42003.77882
2897916,41993.95297
2936807,41987.79502
2363505,41979.59999
121212,41976.53056
1243412,41968.08159
523743,41966.83361
3940510,41956.01932
1553243,41949.13714
2404183,41947.9287
1254335,41916.66762
1232869,41912.74063
1318092,41911.81711
2334101,41910.68444
2901799,41892.02717
236175,41883.4566
342326,41878.83647
1668977,41877.41066
824677,41867.92445
1220272,41861.87847
2857755,41861.29308
1251412,41849.08442
2326646,41836.10696
2890739,41822.92005
3615930,41808.67895
1301000,41797.32639
2892654,41794.59522
2815676,41791.36242
2404366,41789.22799
864493,41779.46907
2898561,41773.17504
293212,41757.07889
2329531,41751.60965
904557,41739.56547
3129264,41731.26413
8518,41729.20459
1188588,41727.91298
2838479,41709.61741
2357046,41706.01648
2237240,41690.87326
1499161,41686.2134
2735940,41683.56073
2352513,41669.29392
4450,41665.02
1545629,41646.71024
1250076,41639.9117
1253203,41638.94679
3217427,41620.40068
1170664,41619.21296
926980,41618.80735
2244098,41600.8212
2083698,41589.6355
3931222,41575.09536
222490,41551.01435
2002206,41549.89987
47198,41548.92485
31098,41537.63334
2413868,41534.5999
2400409,41533.58197
2415375,41526.05963
2186591,41525.23914
2874811,41520.48795
2996,41517.24093
783273,41515.02078
1037801,41504.73205
68779,41502.10642
2351884,41495.79547
111722,41487.62465
1538198,41482.07343
2889782,41474.0814
3599444,41473.11234
1886865,41472.4974
3281998,41471.27652
1213395,41467.45968
2864862,41466.51473
1130221,41461.7393
821819,41457.11436
1322590,41455.30306
3993313,41441.61175
1966329,41439.95287
2339544,41430.65615
1709455,41426.62066
1132821,41422.04787
1253118,41414.38066
1291236,41406.61379
222204,41405.03502
201620,41402.03797
2971292,41386.83473
2868991,41375.38266
257911,41366.3722
2399982,41352.16698
2342563,41348.81903
3931872,41332.12619
57927,41327.31302
240684,41319.54607
2349282,41318.67475
32646,41296.37477
4008747,41282.74539
12768,41277.52645
1164671,41261.23091
15748,41260.95444
2766450,41252.92431
1215245,41219.84715
2676156,41216.06668
2431004,41195.33044
2694170,41195.29996
3679984,41191.20201
2814500,41179.76087
104326,41175.90966
2959357,41161.49977
2880464,41156.27338
1149465,41155.62082
10761,41149.88483
3787750,41144.73411
2340213,41131.27247
1934279,41118.30902
2620134,41116.18356
336293,41112.77461
2347787,41108.32071
181394,41101.47714
2870614,41079.81579
3538174,41078.61706
342983,41056.71396
226974,41053.12552
2348560,41046.70767
2739555,41029.30692
2340032,41024.84455
2730193,41017.99507
2366790,41012.53423
140538,41006.06143
2870042,41000.86854
2734126,40988.35297
245488,40970.10394
1487636,40958.97855
3877852,40947.90925
2689986,40946.89208
1792242,40942.91268
1241297,40934.59949
2355281,40926.76654
2358914,40915.59358
1289883,40912.30524
2886412,40909.58232
3018066,40904.73421
1506514,40899.58704
1248044,40891.55523
68621,40879.17701
1811748,40870.12782
2695012,40865.65026
4034008,40858.12688
1801133,40856.68704
2669931,40838.39261
1189275,40836.00059
2944963,40834.01026
1244135,40804.29731
1166978,40798.67566
4043374,40795.65379
2353704,40791.9172
220,40780.72276
2362655,40768.57716
2330210,40762.15697
2944058,40758.16428
3677114,40752.72381
1593180,40743.36466
845317,40742.06236
329720,40709.1359
347239,40706.83667
2280582,40706.1794
1245877,40685.70716
2904662,40684.74591
2153454,40675.8383
1170230,40656.40636
1255014,40642.08959
2372648,40639.86985
213584,40632.76759
1128858,40628.36258
3934542,40617.63182
3979838,40614.90495
1128774,40599.52743
2261232,40598.64704
2322889,40592.22816
2355282,40591.66491
4014610,40586.44802
335691,40565.80207
136667,40559.87734
1776365,40550.77917
3153893,40550.27332
2866339,40544.36567
3274599,40540.41044
2262948,40535.79053
2355323,40531.39107
2146633,40528.06652
245235,40525.4095
1231543,40508.22881
2426691,40497.35629
733996,40485.09864
2791393,40471.78866
1320496,40464.65119
2665823,40460.44578
1237515,40450.58733
2354703,40449.90523
2773596,40442.70657
2728233,40437.09954
2407233,40434.05253
2751890,40420.98822
1793814,40411.73294
20082,40409.00632
3459592,40402.11199
2334108,40397.82631
1256023,40397.18466
2352310,40389.59467
1356643,40388.41841
2352956,40375.809
247720,40372.98944
235762,40365.85172
3173897,40363.74627
214609,40351.88752
3561197,40326.70031
1812347,40316.184
2356049,40305.49405
2213296,40282.56184
2347358,40280.52508
2943779,40253.12857
3015194,40252.25618
1130551,40251.03508
1982394,40245.50103
1827126,40244.58602
2355901,40242.25195
1919563,40240.81255
2869539,40228.36499
3093641,40227.61148
227720,40225.18388
75748,40220.58255
51602,40202.29963
1360098,40200.62408
2899211,40171.0547
2011788,40159.37697
1885808,40153.70334
193404,40139.66441
1245226,40115.6793
18678,40111.63862
2910838,40107.95517
1231515,40102.50285
32273,40096.36545
3321104,40092.85486
2219838,40088.90771
1252481,40084.73303
2438545,40077.20699
190267,40076.22091
2354267,40060.52716
2368316,40060.08767
227677,40058.98768
1216506,40053.43275
1205644,40039.99583
8354,40029.58702
33358,40022.93092
1237202,40017.46969
2354138,40003.80801
3991761,39997.88131
1254332,39984.37913
2951058,39982.02484
1196539,39979.72517
246082,39970.25552
1588862,39950.17073
238575,39941.84463
2005509,39919.50516
3167629,39915.26555
3153219,39911.26782
2352023,39910.94297
2344947,39901.83618
2351490,39891.7184
2834271,39889.66191
2897477,39887.00524
1253567,39880.97959
2228746,39873.06571
1757909,39862.65556
2313419,39857.09855
33093,39853.73436
2888956,39851.44209
1332396,39849.10875
18713,39837.00565
902589,39836.15254
2801483,39833.52834
2474595,39832.30535
2969831,39819.64998
245442,39806.23092
1954609,39804.10088
813530,39804.04777
2762582,39802.47071
2412666,39801.44326
1856616,39798.15372
1219400,39797.7382
2034203,39795.26201
3562003,39789.89551
2828906,39783.58701
309436,39782.46714
536657,39764.32971
64591,39762.98397
2353765,39761.91438
2331821,39761.12189
1266690,39750.917
3237141,39750.47632
2372446,39741.72102
1253815,39737.02386
1247490,39729.06128
1099334,39726.49896
6200,39710.42865
115607,39703.97976
3268924,39703.01783
2407793,39684.73711
790930,39680.33314
7949,39654.41813
2883155,39653.52878
1244510,39644.50827
1926968,39643.97357
2353703,39642.02774
2354705,39638.94979
2832561,39633.81317
2681924,39621.73799
11894,39620.41494
1335893,39610.40332
2354386,39604.21131
247424,39602.19776
2837718,39601.28068
239173,39597.002
35237,39588.8738
176275,39588.76425
261639,39587.46474
2001826,39584.50335
2428616,39582.85329
197886,39581.48561
3289806,39577.53334
2432631,39573.89207
2735431,39565.10069
2672175,39550.29182
2357378,39538.59854
536757,39538.44277
1219011,39536.95877
3116277,39525.92483
3959769,39515.87998
3469113,39506.09981
1300136,39495.65405
2402412,39493.59673
3254897,39489.43289
2913004,39482.13802
231943,39477.72389
821079,39477.31491
3336617,39475.27135
2355119,39471.40723
1242072,39465.94919
4044149,39459.54096
199694,39457.57206
1332644,39454.23899
2202988,39449.87308
1329140,39425.43367
1147655,39425.10618
3832021,39424.958
2331371,39413.91021
1998861,39408.69555
1253330,39408.3247
84112,39404.98395
2911186,39398.26435
2352042,39395.50864
2737002,39390.26882
2745098,39389.49543
1171604,39380.97089
3927770,39378.94969
589373,39369.88473
1240499,39365.36813
1333900,39355.53858
1124167,39341.49406
2840044,39329.71263
1138489,39313.89109
47692,39312.09414
1342963,39292.81812
3023531,39290.00858
2362071,39288.48241
1153071,39284.76686
1239687,39281.57774
799150,39280.56792
886874,39272.7452
6071,39271.73043
2387247,39270.0009
34879,39254.86814
246106,39254.11495
1318646,39246.83049
4040500,39244.27502
1993328,39209.8323
1846295,39207.77138
3265428,39204.59631
2545004,39198.36198
2349343,39191.55234
959503,39190.53026
2775984,39167.99585
34906,39165.64672
2844953,39151.84526
2463,39151.1229
3967205,39144.85307
1921896,39143.7969
1489755,39142.90504
1234666,39142.01864
178287,39140.14093
926806,39138.76506
1197945,39135.88246
2870310,39127.24853
2699593,39125.36088
2906008,39113.90777
2411696,39105.31171
2349342,39096.13007
1928132,39093.09163
197387,39090.01825
1191016,39088.54591
2752210,39088.11427
2219515,39078.15488
198192,39077.03697
19538,39070.36475
3128361,39067.30646
1346261,39055.75107
2386922,39054.77507
347076,39051.45843
1171898,39023.48919
1218263,39018.87802
2822827,38980.13878
1348348,38954.7026
1674952,38953.19958
2399983,38948.99706
13208,38942.79858
2182869,38940.51619
2883413,38933.67334
1256025,38932.46225
238461,38922.79983
2028341,38917.94054
1665131,38917.54291
1176192,38911.30581
1197993,38909.86674
239251,38909.17493
2867073,38908.90773
1217444,38907.73249
303551,38904.39231
1973337,38902.50604
2378283,38894.71115
1252716,38892.79471
2413226,38891.0141
1435155,38885.85259
798273,38871.07849
1196941,38866.95971
2897502,38858.77075
1168015,38850.46512
185267,38830.16816
3684096,38817.91248
1310568,38817.29407
800055,38814.68701
1340810,38805.70718
3231,38799.42246
3014531,38798.85814
12335,38776.73874
2708526,38763.75662
3649,38763.20261
3189995,38760.45741
1781,38759.39539
2256138,38743.52863
1754084,38742.90244
1322866,38740.24919
2399055,38733.05028
2895137,38730.26463
913724,38722.70873
2867385,38719.35174
421951,38717.56806
2405851,38717.15644
1823992,38710.27009
30650,38703.4034
3687,38692.79959
2738576,38685.5697
2903817,38669.68716
1178409,38659.41303
3946402,38654.76482
1171301,38654.68194
2681768,38649.55895
1130353,38646.15225
1332395,38638.38214
2410337,38636.72709
1145979,38627.58415
239296,38619.53627
2730417,38610.31215
2751234,38596.17599
2363601,38594.9966
883965,38577.48845
1684319,38568.32173
1325530,38565.33844
3919414,38565.23452
2356838,38565.06022
2337190,38564.06879
4024742,38544.39129
3932659,38543.13917
1980959,38532.46184
3831739,38529.93224
2388267,38521.28295
2250864,38521.13464
410738,38520.80256
962013,38519.63685
2065191,38519.60077
2414929,38517.7722
2869308,38514.09596
1782339,38501.06166
1194688,38500.13572
2801484,38493.43336
1163552,38488.95019
521,38488.27541
1356913,38483.16966
1313038,38474.77453
2414115,38466.64507
1235938,38465.91818
2900516,38465.42835
1237765,38459.48082
2622043,38456.39519
1168142,38456.22531
2169502,38452.75721
3915118,38451.71104
1234647,38448.11167
3474647,38440.68165
2922531,38439.42402
3146031,38417.96803
2433894,38414.25961
2157802,38413.9194
26004,38407.72488
2911773,38398.29504
2367008,38394.63312
1798651,38389.23118
823641,38384.49251
1999904,38384.37038
2360907,38379.31926
3195766,38377.7828
238485,38371.41903
2981443,38370.76924
2041839,38362.31224
2049281,38350.92508
22045,38348.0515
1311076,38337.03875
3191419,38336.96542
1162853,38328.12874
2699147,38328.08108
222051,38305.13175
1791485,38300.10511
22905,38297.8792
2961744,38295.37945
2358813,38294.47397
1423178,38280.0639
2400682,38273.14939
3111103,38269.99252
2304628,38263.96868
2001774,38259.99894
2893396,38254.05706
2221310,38248.03958
1931159,38246.32744
2350881,38226.58157
1548303,38225.89814
1286387,38219.68529
182585,38194.87068
2399412,38181.9365
1235442,38178.30786
1698420,38171.78448
3936329,38169.85191
707,38150.30566
1774582,38149.05607
825952,38147.91279
2148534,38144.31884
2411904,38134.61951
1128415,38123.88476
2977037,38122.46497
1705442,38118.34953
2177458,38112.34106
1670784,38109.6289
236009,38108.01474
1182785,38107.06795
2898928,38107.00592
6785,38092.61005
4042563,38090.23864
2720506,38088.25222
1077635,38087.62895
2006747,38086.19473
1261650,38085.09987
195238,38084.02785
12235,38083.80053
2400405,38073.80422
2356694,38052.5408
2415949,38050.69933
1753698,38030.046
2862558,38024.86
2887954,38020.40344
2406365,37987.46138
2386831,37975.6116
1931978,37969.07676
2782025,37965.53468
92559,37963.89277
2404893,37963.6345
1191509,37956.38951
2920341,37949.8001
1506809,37948.73091
2856903,37948.60908
2944057,37940.98869
3173255,37925.14278
1201908,37914.30679
1163788,37913.63221
2863870,37895.11399
2002205,37879.70011
346287,37867.87749
1083195,37858.61219
1137156,37853.36136
2378270,37849.67354
1920066,37843.83947
2324316,37841.67689
1129552,37835.28106
3755192,37835.21855
242209,37833.871
165525,37829.6547
2114035,37827.62146
960562,37827.22212
711245,37817.73231
1198510,37814.47388
1234227,37812.27191
1247450,37809.5574
1195481,37804.21833
2287565,37804.04541
3875857,37803.116
3056122,37801.45134
1310952,37800.59288
3186343,37793.36112
1228997,37786.87175
1123236,37764.20635
3007474,37760.4111
2343680,37759.15452
2753167,37756.29304
1731651,37755.87505
3280079,37751.97396
2886515,37748.88615
3622643,37742.75399
65972,37737.67351
3974227,37734.9872
12303,37729.83847
2803645,37726.6678
846029,37726.00976
1968269,37725.44929
1118615,37717.73491
3812013,37711.70296
1163551,37710.37137
2415626,37707.29022
1494751,37698.56922
1244097,37698.13399
815555,37695.14726
2171455,37685.7954
2323603,37680.46854
248916,37674.78825
1619425,37666.37521
2386607,37657.3383
236033,37652.34829
245444,37649.60281
2160842,37645.70535
2373159,37638.7411
36714,37637.852
18021,37635.23007
2759763,37624.43267
1470223,37605.77204
2808042,37604.67215
2888557,37594.9225
1958950,37579.85592
2353866,37568.27862
2297200,37562.5702
2906009,37550.29717
1190830,37549.98806
1811680,37549.82443
2698593,37536.53763
3926630,37531.99013
1251818,37530.69995
1929355,37529.37541
1816500,37525.16379
2325876,37522.66898
2325447,37519.1255
2415182,37507.66957
5488,37502.34398
1338594,37486.13939
2870324,37467.78846
100580,37456.79464
238196,37454.37658
176056,37452.13198
361,37442.91697
176443,37428.38853
1419660,37426.93497
2880578,37417.14773
3008364,37414.64741
1943117,37410.87716
2444563,37405.97574
209677,37398.97001
1249163,37389.91573
3056314,37387.4106
1250142,37379.77119
2393860,37374.80441
13582,37352.17427
2358475,37348.20561
184687,37343.01628
3767952,37342.25192
6692,37341.51252
1123503,37339.52519
1127987,37336.37455
2182870,37333.07022
1294158,37331.26844
3692805,37320.6493
11949,37320.3931
3731402,37318.78156
1215463,37318.39918
2400375,37314.59729
3322222,37314.4622
3633106,37314.24378
144059,37292.96769
998080,37290.08945
1690888,37283.03428
2358384,37281.49791
2904915,37270.89946
179684,37267.53647
1218558,37267.3901
714,37267.38337
1159094,37262.42187
2317498,37262.37636
1219410,37253.9553
286965,37245.08893
2690835,37242.79283
2399662,37232.61518
344304,37231.45731
3445771,37227.29927
231992,37224.03547
2881247,37222.52409
1148748,37217.57965
1964711,37205.95168
1162909,37205.37717
89678,37201.61351
2324005,37191.72363
2242025,37186.53225
2948498,37184.05123
1163384,37183.10673
